country,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,generation_gwh_2017,estimated_generation_gwh_2017
USA,USA0056476,619.7,38.0175,-121.7587,Gas,,,,2009,Pacific Gas & Electric Co.,2779.798,2185.36
USA,USA0058842,5,32.1028,-110.8197,Solar,,,,2013,Gato Montes Solar  LLC,9.666,10.21
USA,USA0056333,80,38.2192,-80.8906,Hydro,,,,2001,Gauley River Power Partners LP,165.946,227.18
USA,USA0008102,2600,38.9347,-82.1158,Coal,,,,1974.5,Gavin Power  LLC,0,12009.85
USA,USA0006624,132.3,42.8488,-97.4815,Hydro,,,,1956.333333,USACE-Omaha,795.25,337.86
USA,USA0050623,14,34.4751,-120.2051,Gas,,,,1988,Freeport McMoRan Oil & Gas,0,49.37
USA,USA0050333,8.7,21.9178,-159.6294,Hydro,Oil,,,2012.862069,Gay & Robinson Inc,6.553,31.44
USA,USA0007932,70.2,45.0046,-84.7218,Gas,,,,2001,Wolverine Power Supply Coop,8.232,247.55
USA,USA0054427,99.5,30.7811,-89.8575,Waste,Oil,Gas,Biomass,1986.939698,Temple-Inland Corp,0,18.03
USA,USA0010319,84.1,30.2,-91,Gas,,,,1993.080856,BASF Corporation,634.88449,296.57
USA,USA0056787,83.9,30.209,-90.9921,Gas,,,,2000,Air Liquide Large Industries U.S. LP,474.53462,295.87
USA,USA0000790,23.4,43.4202,-112.1019,Hydro,,,,1988,City of Idaho Falls - (ID),147.468,84.8
USA,USA0060940,3,45.3003,-92.8044,Solar,,,,2017,Gemini Community Solar,1.31,4.88
USA,USA0060804,1.3,40.8484,-74.4676,Solar,,,,2013,Gemini Technologies Services  Inc.,1.60083,1.84
USA,USA0057070,242,41.2108,-73.1075,Oil,Gas,,,2010,GenConn Devon LLC,0,141.83
USA,USA0057068,242,41.5544,-72.5767,Oil,Gas,,,2011,GenConn Middletown LLC,0,141.83
USA,USA0060844,6.1,38.3908,-121.9478,Solar,,,,2017,Tesla Inc.,9.242,9.94
USA,USA0060231,6.5,33.2111,-117.2996,Solar,Storage,,,2016,Tesla Inc.,0,12.01
USA,USA0054318,30,41.5933,-109.7542,Coal,Gas,,,1972.5,Tata Chemicals Partners,218.963999,138.57
USA,USA0010029,34.6,42.45,-70.9739,Gas,Oil,Solar,,1961.725434,General Electric Aircraft Engines,62.284,122.01
USA,USA0010058,4.4,41.1694,-80.1055,Oil,,,,1984,General Electric Co,1.73068,2.57
USA,USA0007698,97,32.3102,-86.5254,Gas,,,,1999,Alabama Power Co,511.724,342.07
USA,USA0059841,1,39.3716,-76.4405,Solar,,,,2011,Constellation Solar Maryland  LLC,1.56,1.38
USA,USA0054751,39.5,43.0851,-83.6694,Waste,Gas,Other,,1996,CMS Generation Operating LLC,98.114,7.15
USA,USA0000944,33.6,41.4515,-90.1485,Gas,Oil,Wind,Solar,1983.169643,City of Geneseo - (IL),7.70225,118.49
USA,USA0057915,41,41.6217,-109.8119,Coal,Gas,,,1969.439024,Genesis Alkali  LLC,271.824005,189.38
USA,USA0057394,250,33.665,-114.9981,Solar,,,,2013.5,Genesis Solar LLC,627.831,612.3
USA,USA0057410,4,41.795,-80.91,Waste,,,,2013,WM Renewable Energy LLC,21.736,0.72
USA,USA0056462,29.5,41.8911,-88.2711,Gas,,,,2005,City of Geneva- (IL),0,104.03
USA,USA0004143,345.6,43.5589,-91.2325,Coal,Oil,,,1969,Dairyland Power Coop,0,1596.38
USA,USA0056181,6,41.5092,-83.3606,Oil,,,,2005,Village of Genoa - (OH),0.146,3.51
USA,USA0054038,21.6,32.7757,-115.2637,Geothermal,,,,1989,Ormat Nevada Inc,57.691,116.75
USA,USA0010763,29.6,32.7757,-115.2637,Geothermal,,,,1993.864865,Ormat Nevada Inc,75.318,159.99
USA,USA0000493,61.1,38.8814,-104.8169,Gas,Oil,,,1954.944354,City of Colorado Springs - (CO),4.631,215.46
USA,USA0001877,51,43.8393,-85.426,Gas,Oil,,,1999.862745,Wolverine Power Supply Coop,30.663,179.85
USA,USA0006559,346.9,61.2297,-149.7167,Gas,Oil,,,1997.219083,Anchorage Municipal Light and Power,803.824004,1223.34
USA,USA0001091,584.1,42.2998,-96.3617,Coal,Gas,,,1975,MidAmerican Energy Co,2155.923969,2698.06
USA,USA0007343,695.9,42.3006,-96.3617,Coal,,,,1979,MidAmerican Energy Co,2442.152964,3214.48
USA,USA0007759,340,39.9026,-86.2441,Gas,,,,2000.25,Indianapolis Power & Light Co,72.774,1199
USA,USA0000472,1.2,39.6919,-105.6978,Hydro,,,,1907,Public Service Co of Colorado,4.824,2.36
USA,USA0056995,1.1,33.4536,-79.3161,Waste,,,,2010,South Carolina Public Service Authority,2.386,0.19
USA,USA0061385,6.6,33.965,-83.7656,Waste,Gas,,,2016,Cube District Energy  LLC,31.39,1.19
USA,USA0061386,6.6,33.2442,-84.122,Waste,,,,2016,Cube District Energy  LLC,44.655,1.19
USA,USA0061387,11,34.1271,-84.0334,Waste,,,,2016,Cube District Energy  LLC,68.149,1.99
USA,USA0058238,10,44.6617,-73.07,Wind,,,,2013,Greenbacker Renewable Energy Corporation,30.49,28.02
USA,USA0054906,1.4,33.7575,-84.3869,Oil,,,,1982,GP Center Holdings LLC,0,0.82
USA,USA0061397,1.5,31.138,-85.031,Solar,,,,2018,Constellation Solar Georgia 2  LLC,0.057,2.44
USA,USA0061459,2.9,32.605,-82.321,Solar,,,,2017,Constellation Solar Georgia 2  LLC,0.717,4.72
USA,USA0059843,1,32.883,-82.41,Solar,,,,2015,Constellation Solar Georgia  LLC.,1.93,1.86
USA,USA0050479,7.9,37.534,-79.357,Waste,Gas,Biomass,Hydro,1962.721519,GP Big Island LLC,54.12552,1.43
USA,USA0054789,103.4,31.077,-87.1116,Biomass,Gas,,,2005.210832,Georgia-Pacific Brewton LLC,355.321571,
USA,USA0054101,101.2,31.166,-85.0951,Biomass,Waste,Coal,Oil,1964.011858,Georgia-Pacific Cedar Springs LLC,540.376004,
USA,USA0010699,87.5,32.2268,-88.0252,Biomass,Waste,Gas,Oil,2004.974857,Georgia-Pacific Consr Prods LP-Naheola,233.093998,
USA,USA0050395,39,44.3142,-89.8964,Gas,Biomass,Hydro,,1967.874359,Domtar Industries Inc,201.604003,137.53
USA,USA0010606,25,33.1421,-91.975,Biomass,Waste,Oil,Gas,1962,G-P CONSUMER OPER LLC,496.232149,
USA,USA0010610,81.5,31.6285,-90.0809,Biomass,Waste,Gas,Other,1968,Georgia-Pacific Monticello LLC,530.171,
USA,USA0010611,79.8,29.6807,-81.6809,Biomass,Gas,,,1976.22807,Georgia-Pacific Consr Ops LLC-Palatka,299.56782,
USA,USA0010612,60,30.6547,-91.28,Gas,Petcoke,Waste,,2007,Georgia-Pacific Cons Op LLC Port Hudson,0,211.58
USA,USA0058109,37.3,44.6119,-123.9319,Biomass,Gas,,,2007,Georgia-Pacific Toledo LLC,58.920167,
USA,USA0056192,36,46.154,-123.4066,Biomass,Gas,,,1996,Georgia-Pacific Consumer Operations LLC-Wauna,148.614,
USA,USA0007368,110,38.752,-122.7195,Geothermal,,,,1983,Northern California Power Agny,415.905,594.59
USA,USA0007369,110,38.7492,-122.7117,Geothermal,,,,1986,Northern California Power Agny,355.038,594.59
USA,USA0008054,781.4,33.35,-91.1167,Gas,,,,1975,Entergy Mississippi LLC,0,2755.6
USA,USA0006077,1362.6,41.0808,-101.1408,Coal,,,,1980.5,Nebraska Public Power District,0,6294.08
USA,USA0006253,335.7,43.1952,-88.1496,Oil,Gas,,,1983.957105,Wisconsin Electric Power Co,10.234,196.74
USA,USA0060480,2.1,36.2463,-80.2546,Solar,,,,2016,Cypress Creek Renewables,2.919,4.17
USA,USA0058565,3.3,39.9503,-77.1253,Biomass,,,,2013,Gettysburg Energy and Nutrient Rec Facility LLC,0.037,
USA,USA0000286,1163,38.777,-122.745,Geothermal,,,,1979.441101,Geysers Power Co LLC,4667.659,6286.45
USA,USA0001356,2225.9,38.7497,-85.035,Coal,,,,1978.998607,Kentucky Utilities Co,11762.28708,10281.82
USA,USA0007231,64.6,37.401,-121.9687,Gas,Oil,,,1986.5,City of Santa Clara - (CA),0,227.81
USA,USA0006113,3339.5,38.3722,-87.7658,Coal,Oil,,,1978,Duke Energy Indiana  LLC,17996.75868,15425.73
USA,USA0055201,270,40.4705,-88.3987,Gas,Oil,,,2000,Mainline Generation LLC,0,952.15
USA,USA0057521,10,36.5303,-120.3161,Solar,,,,2012,Pacific Gas & Electric Co.,18.175,16.69
USA,USA0059522,20,36.5447,-120.3161,Solar,,,,2017,Giffen Solar Park  LLC,29.133,32.59
USA,USA0059020,32,32.9408,-112.8814,Solar,,,,2014,Arizona Public Service Co,100.198,81.62
USA,USA0059338,619,32.975,-112.6944,Gas,,,,2003,Salt River Project,2.678,2182.9
USA,USA0060768,619,32.975,-112.6944,Gas,,,,2003,Salt River Project,23.776,2182.9
USA,USA0059784,619,32.975,-112.6944,Gas,,,,2003,Salt River Project,2259.157,2182.9
USA,USA0055306,619,32.975,-112.6944,Gas,,,,2003,Salt River Project,1154.42,2182.9
USA,USA0002393,512,40.5658,-75.1639,Gas,Oil,,,1981.708984,Gilbert Power  LLC,0,1805.56
USA,USA0058543,2.5,33.3559,-111.8024,Solar,,,,2011,Gilbert Solar Facility I  LLC,4.139,4.53
USA,USA0054225,14.2,42.3436,-71.0559,Gas,Oil,,,1994.943662,The Gillette Company,70.214,50.07
USA,USA0007857,4.3,41.4961,-94.3272,Oil,,,,2007.395349,City of Stuart - (IA),0.003,2.52
USA,USA0010608,4.8,44.4122,-71.7228,Hydro,,,,1966.833333,Ampersand Gilman Hydro LP,25.032,17.5
USA,USA0055810,135,36.999,-121.5363,Gas,,,,2001.333333,Calpine Gilroy Cogen LP,29.699,476.07
USA,USA0010034,130,37.0001,-121.5367,Gas,,,,1987,Calpine Gilroy Cogen LP,115.536,458.44
USA,USA0001279,10.8,37.5077,-94.8393,Gas,Oil,,,1984.425926,City of Girard - (KS),0.099,38.08
USA,USA0060444,2,48.888,-121.9462,Storage,,,,2016,Puget Sound Energy Inc,0.746,
USA,USA0057199,162,43.5639,-89.1481,Wind,,,,2012,Wisconsin Electric Power Co,390.94,467.12
USA,USA0059759,6.5,40.0067,-79.041,Waste,,,,2011,State Correctnl Inst Laurel Highlands,15.803,1.17
USA,USA0007119,22.6,45.8475,-87.0036,Oil,,,,1975,Upper Peninsula Power Company,-0.142,13.24
USA,USA0060137,1,36.9874,-85.9575,Waste,,,,2016,East Kentucky Power Coop  Inc,6.354,0.18
USA,USA0055251,567.8,36.2454,-88.612,Gas,Oil,,,2000,Tennessee Valley Authority,297.373,2002.34
USA,USA0003714,2,43.6368,-72.9758,Hydro,,,,1920,Green Mountain Power Corp,4.743,4.72
USA,USA0000153,1312,36.9366,-111.4839,Hydro,,,,1964.993902,U S Bureau of Reclamation,3949.678,3263.65
USA,USA0050010,6.2,38.1483,-81.2147,Hydro,,,,1915.064516,Hawks Nest Hydro LLC,20.589,24.76
USA,USA0050512,32.6,44.0006,-75.9612,Hydro,,,,1999,Black River Hydroelectric  LLC,187.751,116.58
USA,USA0057172,5.3,46.8214,-101.7564,Cogeneration,,,,2009,Montana-Dakota Utilities Co,45.535,
USA,USA0000422,265.6,34.126,-118.1494,Gas,,,,2002.185994,City of Pasadena - (CA),0,936.63
USA,USA0001975,39.5,44.7709,-94.1582,Oil,Gas,,,1983.392405,Glencoe Light & Power Comm,0.291,23.15
USA,USA0060974,2,34.1623,-118.2837,Storage,,,,2017,City of Glendale - (CA),0.057,
USA,USA0057829,2.8,33.5403,-112.3064,Waste,,,,2010,Glendale Energy LLC,19.446,0.5
USA,USA0002176,83.7,47.0539,-104.74,Gas,Oil,,,1991.329749,Montana-Dakota Utilities Co,1.953,295.16
USA,USA0004177,38,42.4673,-104.9555,Hydro,,,,1959,U S Bureau of Reclamation,107.756,111.72
USA,USA0006305,9.2,62.1104,-145.5325,Oil,,,,1989.347826,Copper Valley Elec Assn  Inc,10.237,5.39
USA,USA0056841,165.6,43.0181,-105.8353,Wind,,,,2009,PacifiCorp,367.724,459.35
USA,USA0002514,110,40.8271,-73.6475,Oil,,,,1972,National Grid Generation LLC,0.755,64.46
USA,USA0002568,1.5,43.2358,-78.3906,Hydro,,,,1950,Erie Boulevard Hydropower LP,9.285,5.06
USA,USA0007869,122,40.8275,-73.6478,Gas,Oil,,,1997.409836,National Grid Generation LLC,100.692,430.23
USA,USA0061248,1,40.5754,-74.3928,Solar,,,,2011.5,Glopak Corporation,1.085,1.37
USA,USA0060752,2.3,39.7808,-75.1229,Solar,,,,2014,GSRP,3.837,3.54
USA,USA0054749,51.4,33.1185,-117.0995,Gas,,,,1994,Goal Line LP,22.311,181.26
USA,USA0007751,4,59.5357,-135.2123,Hydro,,,,1998,Alaska Power and Telephone Co,15.606,12.56
USA,USA0000707,38.6,32.6097,-85.0805,Hydro,,,,1969.896373,Georgia Power Co,123.13,113.78
USA,USA0056754,149.6,31.9519,-100.7914,Wind,,,,2008.465241,NRG Energy Gas & Wind Holdings Inc,417.116,414.69
USA,USA0007439,6.3,38.7405,-77.5081,Oil,,,,1990.984127,City of Manassas - (VA),0.084,3.69
USA,USA0000063,9.7,58.3107,-134.4174,Oil,Hydro,,,1955.608247,Alaska Electric Light&Power Co,4.558,5.68
USA,USA0059328,1,32.7021,-116.3546,Wind,,,,2014,Foundation CA Fund VII Manager  LLC,3.884,2.23
USA,USA0060590,54,34.839,-118.3868,Solar,,,,2017,Golden Fields Solar I  LLC,150.342,87.99
USA,USA0061222,46,37.7692,-121.6302,Wind,,,,2017,Golden Hills Interconnection Wind  LLC,10.223,135.08
USA,USA0061315,4.7,42.4,-72,Solar,,,,2017,Golden Hills Solar  LLC,1.284,5.74
USA,USA0060049,85.9,37.7133,-121.6404,Wind,,,,2016,Golden Hills Wind  LLC,283.463,280.5
USA,USA0057866,78.2,35.2436,-102.21,Wind,,,,2011,Golden Spread Electric Cooperative  Inc,201.775,278.04
USA,USA0057796,1.2,33.9142,-118.0536,Solar,,,,2012,Golden Springs Development Company LLC,1.894,1.76
USA,USA0057797,1.3,33.9119,-118.0522,Solar,,,,2012,Golden Springs Development Company LLC,2.064,1.91
USA,USA0056435,12,42.4368,-113.9255,Wind,,,,2011,Idaho Wind Partners 1 LLC,28.09,34.3
USA,USA0059974,250,38.935,-104.212,Wind,,,,2015,Golden West Power Partners  LLC,845.902,816.66
USA,USA0055482,284.3,45.8114,-120.833,Gas,,,,2004,Puget Sound Energy Inc,1076.003,1002.58
USA,USA0060124,3,27.9821,-82.042,Solar,,,,2017,NRG DG Lakeland LLC,5.694,4.88
USA,USA0058321,150,31.3833,-98.4667,Wind,,,,2014,Invenergy Services LLC,561.145,465.9
USA,USA0061551,1.9,41.1115,-74.1354,Oil,Gas,,,1995.157895,Good Samaritan Hospital,0.011,1.11
USA,USA0001280,18.7,39.3416,-101.7052,Gas,Oil,,,1974.064171,City of Goodland - (KS),-3.773,65.94
USA,USA0056497,103.5,38.9303,-99.3617,Gas,,,,2010.156522,Midwest Energy Inc,106.869,364.99
USA,USA0056666,103.4,45.7818,-120.5212,Wind,,,,2008,PacifiCorp,191.917,259.43
USA,USA0057684,7.5,35.8094,-115.4114,Cogeneration,,,,2010,Nevada Power Co,0,
USA,USA0058998,200,36.5414,-101.5656,Wind,,,,2016,Enel Green Power NA  Inc.,853.425,843.14
USA,USA0054302,3.2,41.9886,-73.0194,Hydro,,,,1986,Metropolitan Dist of Hartford,10.135,6.44
USA,USA0054321,34.8,29.9728,-94.2142,Gas,Oil,,,1993.896552,Goodyear Tire & Rubber Co,209.914,122.72
USA,USA0050079,1.4,42.5025,-74.9836,Hydro,,,,1980,CHI Energy Inc,4.648,4.75
USA,USA0055496,684,40.1069,-88.5999,Gas,,,,2003,Union Electric Co - (MO),21.154,2412.12
USA,USA0055627,47,38.2268,-121.8433,Gas,,,,2003,Goose Haven Energy Center,14.894,165.74
USA,USA0061426,5,45.3986,-92.6792,Solar,,,,2018,SoCore Energy LLC,0.211,8.14
USA,USA0003976,7,46.2367,-91.7855,Oil,,,,1991.2,Dahlberg Light & Power Co,0,4.1
USA,USA0057748,17.7,46.4119,-110.3378,Wind,,,,2015.20339,Gordon Butte Wind LLC,37.147,27.61
USA,USA0001240,378,37.7903,-97.5217,Gas,Oil,,,2000.234392,Evergy Kansas South  Inc,377.130996,1333.01
USA,USA0054844,300.4,38.1247,-78.2035,Gas,Oil,,,1994,Virginia Electric & Power Co,0,1059.35
USA,USA0061764,2,43.5434,-73.3231,Solar,,,,2016,Gore Mountain Solar II  LLC,2.938,2.47
USA,USA0006431,207.3,48.6981,-121.2086,Hydro,,,,1937.508442,City of Seattle - (WA),997.581,540.74
USA,USA0006475,3,44.49,-73.1693,Hydro,,,,1928,Green Mountain Power Corp,12.633,10.02
USA,USA0002358,2.2,44.4083,-71.1954,Hydro,,,,1920.818182,Central Rivers Power NH  LLC,9.958,8.61
USA,USA0057211,124.5,43.4671,-111.8364,Wind,,,,2010,AE Power Services LLC,380.19,304.76
USA,USA0010128,2,40.37,-123.4347,Hydro,,,,1983,Humboldt Bay Mun Water Dist,6.001,4.54
USA,USA0056704,2,43.6126,-75.3391,Hydro,,,,1953,Northbrook Lyons Falls LLC,12.643,7.22
USA,USA0002494,640,40.6635,-74.0051,Oil,Gas,,,1971,U S Power Generating Company LLC,7.034,375.09
USA,USA0001141,2.5,42.2828,-94.289,Oil,,,,2013,Gowrie Municipal Utilities,0.003,1.46
USA,USA0060839,2.5,40.7601,-74.0654,Solar,,,,2015,Goya Foods Inc.,4.068,3.98
USA,USA0060840,1.6,40.7731,-74.0774,Solar,,,,2016,Goya Foods Inc.,2.505,2.65
USA,USA0000827,33,42.5367,-111.794,Hydro,,,,1923,PacifiCorp,162.133,101.12
USA,USA0001142,3.6,43.2397,-94.7498,Oil,,,,1992.388889,City of Graettinger - (IA),0.016,2.1
USA,USA0002811,4,48.43,-97.4033,Oil,,,,1951.75,City of Grafton - (ND),0,2.34
USA,USA0061341,2.7,42.2255,-71.6626,Solar,,,,2016,GSRP,4.264,3.69
USA,USA0059394,1.5,42.1992,-71.6792,Solar,,,,2013,CD US Solar MT 2 LLC,2.128,2.16
USA,USA0003490,634.7,33.1344,-98.6117,Gas,,,,1965.877895,Luminant Generation Company LLC,0,2238.26
USA,USA0058957,4.8,34.3097,-79.0144,Solar,,,,2015,Graham Solar Center LLC,9.838,9.87
USA,USA0002627,18,41.8592,-74.5106,Hydro,,,,1956,New York Power Authority,87.366,39.55
USA,USA0050846,85.3,30.054,-90.6693,Gas,,,,1965.624853,Gramercy Holdings LLC,237.303,300.81
USA,USA0002569,10,43.3234,-76.4208,Hydro,,,,1983,Erie Boulevard Hydropower LP,51.425,42.71
USA,USA0060119,1.2,40.1464,-105.8683,Hydro,,,,2016,Northern Water Hydropower Enterprise,5.095,3.43
USA,USA0059815,3.2,42.2273,-72.5472,Waste,,,,2001,Industrial Power Services Corp.,7.749,0.57
USA,USA0058205,5,39.1119,-94.5811,Gas,,,,1991,Veolia Energy Kansas City,35.32,17.63
USA,USA0054757,7.8,42.9088,-83.7251,Waste,,,,2004.153846,EDL Inc,52.584,1.41
USA,USA0006163,6809,47.9575,-118.9773,Hydro,,,,1967.470333,U S Bureau of Reclamation,20983.99,26111.69
USA,USA0006072,1440,32.0081,-91.0478,Nuclear,,,,1985,System Energy Resources  Inc,7364.648,11423.93
USA,USA0001826,7,43.0598,-86.2379,Gas,Oil,,,1974,City of Grand Haven - (MI),0.089,24.68
USA,USA0054927,9,29.2521,-89.9721,Gas,,,,1965,Cox Operating LLC,0.004,31.73
USA,USA0001143,1.7,42.0296,-94.3699,Oil,,,,1995,City of Grand Junction - (IA),0.001,0.99
USA,USA0001976,6.7,47.7503,-90.3572,Oil,,,,2004,City of Grand Marais - (MN),0.015,3.92
USA,USA0056994,100.5,43.7189,-92.705,Wind,,,,2009,Northern States Power Co - Minnesota,312.966,340.96
USA,USA0001787,7.5,45.3547,-87.6494,Hydro,,,,1931.266667,Wisconsin Public Service Corp,41.25,35.46
USA,USA0059957,33,41.2269,-88.6836,Storage,,,,2014.954545,Invenergy Services LLC,-7.674,
USA,USA0057912,20,41.1434,-88.7583,Solar,,,,2012,Invenergy Services LLC,32.341,31.07
USA,USA0056941,210,41.2269,-88.6836,Wind,,,,2009.057143,Invenergy Services LLC,572.761,593.26
USA,USA0010532,3.2,42.791,-84.6957,Waste,,,,1993.75,EDL Inc,13.99,0.57
USA,USA0061835,2.2,45.054,-123.61,Solar,,,,2018,NorWest Energy 14  LLC,0.075,3.58
USA,USA0000862,640.9,37.6577,-89.5112,Gas,,,,1987.066781,Mainline Generation LLC,0,2260.13
USA,USA0000473,1.5,39.1017,-108.3456,Hydro,,,,1932,Orchard Mesa Irrigation District,8.711,9.94
USA,USA0060118,3,42.9531,-85.9012,Solar,,,,2016,Consumers Energy Co,4.382,4.09
USA,USA0060068,80,42.9896,-116.0934,Solar,,,,2017,Grand View PV Solar Two  LLC,163.316,130.36
USA,USA0058695,400,42.6081,-98.4283,Wind,,,,2017,BHE Renewables  LLC,1541.058,1174.69
USA,USA0004063,17.2,45.3019,-89.7917,Hydro,,,,1939,Wisconsin Public Service Corp,56.487,84.27
USA,USA0058596,211.2,35.2383,-101.3108,Wind,,,,2015,RWE Renewables Americas LLC,835.373,873.73
USA,USA0060516,3,33.2704,-117.0588,Solar,,,,2016,Heelstone Energy Holdings  LLC,7.729,5.47
USA,USA0003651,2,40.6192,-111.7821,Hydro,,,,1896,PacifiCorp,7.476,5.85
USA,USA0057072,78,38.6972,-90.1283,Other,Gas,,,2010,United States Steel Granite City Works,0,1538.24
USA,USA0001977,1.3,44.8117,-95.5345,Hydro,,,,1967.076923,City of Granite Falls - (MN),4.123,2.98
USA,USA0007977,6,44.8047,-95.557,Oil,,,,2003,City of Granite Falls - (MN),0.02,3.51
USA,USA0056549,2.2,35.7811,-81.3928,Oil,,,,2007,North Carolina Mun Power Agny #1,0.077,1.28
USA,USA0059946,80,37.7751,-113.2264,Solar,,,,2016,Dominion Renewable Energy,208.687,197.5
USA,USA0059945,50.4,37.7989,-113.322,Solar,,,,2016,Dominion Renewable Energy,127.971,125.15
USA,USA0058604,3,38.4028,-112.9889,Solar,,,,2015,First Wind O&M  LLC,6.191,6.3
USA,USA0058004,99,44.7044,-71.2925,Wind,,,,2012,Granite Reliable Power,207.769,317.58
USA,USA0055170,790,42.9042,-71.4261,Gas,,,,2003,Granite Ridge Energy LLC,2738.498,2785.93
USA,USA0003597,54,30.556,-98.3384,Hydro,,,,1951,Lower Colorado River Authority,21.585,121.77
USA,USA0054462,1.2,33.477,-81.9827,Hydro,,,,1921,Augusta Canal Authority,1.507,3.13
USA,USA0057274,20,45.8033,-95.8844,Wind,,,,2010,Grant County Wind  LLC,58.922,57.39
USA,USA0060545,147.2,36.9708,-97.7053,Wind,,,,2017,Southern Power Co,520.988,432.28
USA,USA0010151,95.7,39.5618,-80.1631,Coal,Gas,Other,,1992,American Bituminous Power LP,661.386002,442.05
USA,USA0060013,151.8,36.9271,-97.6963,Wind,,,,2016,Southern Power Co,419.672,598.85
USA,USA0004021,6.4,45.7792,-92.678,Oil,,,,1983.890625,Northwestern Wisconsin Elec Co,-0.245,3.75
USA,USA0058487,2.5,36.4117,-78.5939,Solar,,,,2012,Southern Power Co,4.56,4.35
USA,USA0056472,59.8,34.0903,-117.5343,Gas,Storage,,,2008.672241,Southern California Edison Co,0,210.88
USA,USA0010698,1.8,42.3068,-85.579,Gas,,,,1992,Graphic Packaging Corp,-132.033,6.34
USA,USA0054358,84.7,33.3283,-81.9531,Waste,Oil,Gas,,1963.406139,Graphic Packaging International - Augusta,377.831999,15.35
USA,USA0058217,2.5,38.5003,-121.6942,Solar,,,,2013,Yolo County of,4.61,4.86
USA,USA0058204,2.5,38.5003,-121.6942,Solar,,,,2013,Yolo County of,4.672,4.86
USA,USA0058677,110.4,43.4081,-84.4622,Wind,,,,2012,Invenergy Services LLC,291.459,336.17
USA,USA0057421,102,43.4339,-84.4975,Wind,,,,2011,DTE Electric Company,260.814,306.69
USA,USA0007032,407.7,37.1575,-76.6911,Gas,Oil,,,1987.1896,Virginia Electric & Power Co,62.3,1437.75
USA,USA0055734,112,37.6133,-100.3782,Wind,,,,2001,Gray County Wind Energy LLC,175.521,291.06
USA,USA0010822,38,44.6049,-84.6906,Waste,Gas,Other,,1992,CMS Generation Operating LLC,160.215997,6.88
USA,USA0054785,192.6,39.9422,-75.1881,Gas,Oil,,,1997,Grays Ferry Cogen Partnership,1041.975998,679.2
USA,USA0007999,697.8,46.9692,-123.48,Gas,,,,2008,Invenergy Services LLC,2834.246,2460.78
USA,USA0000377,300.9,34.1556,-118.2782,Gas,Waste,,,1975.241276,City of Glendale - (CA),145.166,1061.12
USA,USA0001235,81.6,38.41,-98.8689,Gas,,,,1963,Sunflower Electric Power Corp,0.359,287.76
USA,USA0061335,3,46.8057,-112.249,Solar,,,,2017,Enerparc Inc.,0.75,4.88
USA,USA0003259,12,34.5592,-80.8917,Hydro,,,,1907,Duke Energy Carolinas  LLC,-0.016,32.27
USA,USA0003404,33.7,35.8067,-85.6341,Hydro,,,,1920.821958,Tennessee Valley Authority,119.165,81
USA,USA0003762,1.9,44.5002,-71.9989,Hydro,,,,1958.789474,Village of Lyndonville - (VT),3.878,6.71
USA,USA0052068,12.3,40.9153,-74.181,Hydro,,,,1986,Eagle Creek RE LLC,13.633,28.78
USA,USA0054134,138,45.6472,-68.7044,Hydro,,,,1950.905072,Great Lakes Hydro America LLC,651.668,265.56
USA,USA0056905,114,36.4964,-101.3917,Wind,,,,2009,Great Plains Windpark Legacy LLC,176.099,364.81
USA,USA0059940,202.5,36.5812,-120.3796,Solar,,,,2018,Consolidated Edison Development Inc.,10.333,329.98
USA,USA0060574,225,36.1665,-99.596,Wind,,,,2017,EDF Renewable Asset Holdings  Inc.,856.065,660.76
USA,USA0007985,576.3,41.5563,-93.5283,Gas,,,,2003.678466,MidAmerican Energy Co,337.388,2032.31
USA,USA0057377,19,37.6855,-105.8909,Solar,,,,2010.473684,Greater Sandhill I LLC,47.21,36.85
USA,USA0056590,1.3,43.5861,-95.7803,Wind,,,,2006,Midwest Power Partners LLC,2.934,3.12
USA,USA0057849,3,38.282,-121.4647,Solar,,,,2012,SEAI Elk Grove LLC,6.485,5.16
USA,USA0057850,1,38.2836,-121.4613,Solar,,,,2012,SEAI Elk Grove LLC,2.14,1.65
USA,USA0060703,2,38.3453,-84.5489,Waste,,,,2017.5,Green City Recovery  LLC,5.024,0.36
USA,USA0055146,903.9,35.9833,-95.9346,Gas,,,,2002,Green Country OP Services LLC,4928.961,3187.59
USA,USA0060721,3,41.5367,-85.9272,Biomass,,,,2015,Green Cow Power LLC,24.946,
USA,USA0060911,1.7,41.373,-94.754,Wind,,,,2016,Green Energy Machine  LLC,7.18,6.44
USA,USA0059148,5,35.8317,-77.2697,Solar,,,,2016,Cypress Creek Renewables,9.73,8.67
USA,USA0061207,6,42.7481,-73.6902,Hydro,,,,1922,Albany Engineering Corporation,41.138,25
USA,USA0055765,9.9,40.8592,-75.2627,Waste,,,,2001,Waste Management Inc,31.163,1.79
USA,USA0000313,18.6,56.9863,-135.1227,Hydro,,,,1982,City & Borough of Sitka - (AK),54.587,49.56
USA,USA0061291,3,46.6945,-112.0636,Solar,,,,2017,Enerparc Inc.,4.339,4.88
USA,USA0058097,3.5,41.6694,-70.5319,Solar,,,,2014,Altus Power America Management  LLC,5.465,5.45
USA,USA0000516,26,39.8788,-106.3327,Hydro,,,,1943,U S Bureau of Reclamation,56.94,71.13
