country,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,generation_gwh_2017,estimated_generation_gwh_2017
USA,USA0007872,594,40.9297,-84.7392,Gas,Oil,,,2002,National Power Coop Inc,101.866997,2094.73
USA,USA0002985,110,35.3445,-94.7755,Hydro,,,,1971,USCE-Tulsa District,458.2,376.84
USA,USA0059763,2,34.791,-78.9088,Waste,,,,2013.5,Robeson County Landfill,4.509,0.36
USA,USA0007348,183.8,32.5792,-83.5822,Gas,Oil,,,1995,Georgia Power Co,20.773,648.16
USA,USA0058377,4.8,41.9247,-88.9986,Waste,,,,2012,Frontier Operation Services,18.273,0.86
USA,USA0002639,8.5,43.1611,-77.615,Hydro,,,,1960,Rochester Gas & Electric Corp,28.692,30.62
USA,USA0002638,3,43.1522,-77.6098,Hydro,,,,1952,Rochester Gas & Electric Corp,5.959,9.74
USA,USA0002641,43.6,43.1803,-77.6278,Hydro,,,,1921.715596,Rochester Gas & Electric Corp,144.346,132.99
USA,USA0002007,2.6,44.213,-92.4802,Hydro,,,,1984,Rochester Public Utilities,11.836,8.54
USA,USA0000275,126,39.9052,-121.3452,Hydro,,,,1950,Pacific Gas & Electric Co.,543.463,350.14
USA,USA0058142,3.2,42.5003,-114.615,Biomass,,,,2012,New Energy One LLC,10.327,
USA,USA0050987,2.1,42.6325,-114.5388,Hydro,,,,1983,Shorock Hydro Inc,12.567,7.43
USA,USA0010809,1.9,42.6207,-114.5315,Hydro,,,,1990,BP Hydro Associates,8.86,4.44
USA,USA0050892,3,38.7834,-120.7785,Hydro,,,,1986,Enel Green Power NA  Inc.,2.392,11.14
USA,USA0060655,300,40.4,-95.2,Wind,,,,2017,Enel Green Power NA  Inc.,199.141,881.01
USA,USA0061261,154.5,36.9272,-97.4271,Wind,,,,2018,EDF Renewable Asset Holdings  Inc.,45.648,453.72
USA,USA0058347,5,34.9656,-79.6097,Solar,,,,2013,Rock Farm LLC,9.626,10.09
USA,USA0058241,1,39.1444,-76.2316,Solar,,,,2013,Terraform Arcadia,1.829,1.58
USA,USA0006200,629.4,47.3461,-120.0917,Hydro,,,,1966.764061,PUD No 1 of Chelan County,2640.042,2549.09
USA,USA0006741,25,45.8054,-92.9718,Oil,,,,1978,Great River Energy,0.308,14.65
USA,USA0001181,2.5,43.4294,-96.1692,Oil,,,,1968,Rock Rapids Municipal Utility,0.014,1.46
USA,USA0004057,168.9,42.5831,-89.0259,Gas,,,,1970.57016,Wisconsin Power & Light Co,0,595.62
USA,USA0055740,50,41.7172,-106.1077,Wind,,,,2001,Shell Wind Energy Inc.,147.623,159.91
USA,USA0059319,8.2,40.2297,-74.2258,Solar,,,,2014,NJR Clean Energy Ventures Corporation,12.805,13.1
USA,USA0055391,561,42.9767,-89.0492,Gas,Oil,,,2001,Rockgen Energy LLC,0,1978.36
USA,USA0059811,10.3,38.5915,-76.8749,Solar,,,,2015,Rockfish Solar LLC,20.128,18.68
USA,USA0001180,2.9,43.0489,-92.9468,Oil,,,,1980.586207,City of Rockford- (IA),0.001,1.69
USA,USA0058643,2.6,42.1753,-89.0883,Solar,,,,2012,Rockford Solar Partners,3.395,3.25
USA,USA0055116,977.5,36.3297,-79.8297,Gas,Oil,,,2000,Duke Energy Carolinas  LLC,678.171,3447.14
USA,USA0060106,5,34.9807,-79.6037,Solar,,,,2015,SRE Utility Solar 1  LLC,10.253,10.21
USA,USA0059090,2,42.0892,-70.8978,Solar,,,,2014,GSRP,3.061,3
USA,USA0057766,79.2,42.6747,-112.9019,Wind,,,,2012,Ridgeline Energy LLC,231.835,218.1
USA,USA0006166,2600,37.9256,-87.0372,Coal,,,,1987.5,Indiana Michigan Power Co,10923.442,12009.85
USA,USA0060217,149.3,29.7275,-100.7943,Wind,,,,2017,Rocksprings Val Verde Wind  LLC,116.597,438.45
USA,USA0000903,1.1,42.4511,-89.0756,Hydro,,,,1929,Midwest Hydro LLC,5.85,3.64
USA,USA0056692,10.8,37.7036,-77.6639,Oil,,,,1997.916667,Industrial Power Generating Company LLC,0.082,6.32
USA,USA0058942,2.8,39.7631,-86.3011,Solar,,,,2014,Greenbacker Renewable Energy Corporation,3.961,4.52
USA,USA0058953,2.7,39.7669,-86.3,Solar,,,,2014,Greenbacker Renewable Energy Corporation,3.517,4.3
USA,USA0058668,3.5,35.5417,-80.4747,Solar,,,,2015,Oppidum Renewables USA  LLC,6.1,6.69
USA,USA0007824,49.8,32.9553,-115.5364,Oil,Gas,,,1979.5,Imperial Irrigation District,2.117,29.18
USA,USA0050228,1.6,47.7197,-122.9431,Hydro,,,,1986,Rocky Brook Electric Inc,0.884,3.56
USA,USA0006516,10,38.0492,-103.7136,Oil,,,,1964,Black Hills Colorado Electric  LLC,-0.277,5.86
USA,USA0050468,1.6,35.9601,-77.8024,Hydro,,,,1946.5,Capitol Broadcasting Company Inc,0,4.94
USA,USA0055835,685.1,40.0908,-104.5953,Gas,,,,2004,Public Service Co of Colorado,1975.431,2416
USA,USA0006189,847.8,34.3555,-85.3039,Hydro,,,,1995,Oglethorpe Power Corporation,-534.99,2032.61
USA,USA0003883,1299.6,47.5336,-120.2953,Hydro,,,,1965.824561,PUD No 1 of Chelan County,6141.089,4983.8
USA,USA0058078,148.8,35.1356,-99.0031,Wind,,,,2012,Rocky Ridge Wind Project LLC,569.881,482.53
USA,USA0000539,31,41.5826,-73.4349,Hydro,,,,1928.112903,FirstLight Power Resources Services LLC,1.797,73.79
USA,USA0003305,3.9,34.2572,-82.6097,Hydro,Oil,,,1965,City of Abbeville - (SC),2.768,7.46
USA,USA0055109,415.5,42.0931,-88.2397,Gas,,,,1999.294585,Rocky Road Power LLC,17.048,1465.25
USA,USA0058751,1.5,34.7133,-118.2894,Solar,,,,2014,Sustainable Power Group  LLC,3.774,3.73
USA,USA0058752,1.5,34.7133,-118.2894,Solar,,,,2014,Sustainable Power Group  LLC,3.779,3.73
USA,USA0058089,1.6,43.2972,-93.2833,Wind,,,,2011,Consolidated Edison Development Inc.,3.854,4.78
USA,USA0057524,1.1,32.2894,-111.0331,Solar,,,,2010,SunE M5C Holdings LLC,1.817,1.98
USA,USA0001716,6.8,43.613,-85.4795,Hydro,,,,1922,Consumers Energy Co,17.667,25
USA,USA0006373,266.1,40.7316,-96.7364,Gas,Oil,,,1992.448328,Lincoln Electric System,19.269,938.4
USA,USA0050351,4.3,43.2746,-71.604,Hydro,,,,1988,Briar-Hydro Associates,22.475,13.65
USA,USA0058297,1.1,35.7342,-119.2367,Gas,,,,2012,Bloom Energy,2.242,3.87
USA,USA0058296,1,35.7397,-119.2381,Gas,,,,2012,Bloom Energy,8.026,3.52
USA,USA0058298,1.1,35.6531,-119.8897,Gas,,,,2013,Bloom Energy,6.902,3.87
USA,USA0060705,2.8,37.9853,-91.7169,Solar,,,,2016,MC Power Companies Inc,4.604,4.61
USA,USA0056842,115.8,43.0572,-105.8543,Wind,,,,2009,PacifiCorp,237.002,327.68
USA,USA0055401,977.5,39.0839,-82.3328,Gas,,,,2003,Rolling Hills Generating LLC,389.747,3447.14
USA,USA0057501,443.9,41.1973,-94.7744,Wind,,,,2012,MidAmerican Energy Co,1290.492,1434.17
USA,USA0057045,25.8,44.4778,-99.1339,Wind,Storage,,,2009.27907,AE Power Services LLC,91.243,73.73
USA,USA0000034,12.1,39.1343,-120.9533,Hydro,,,,1980,Nevada Irrigation District,86.912,26.82
USA,USA0056990,60,45.346,-68.3802,Wind,,,,2011,First Wind O&M  LLC,144.229,201.47
USA,USA0054418,1.4,43.2361,-70.8172,Hydro,,,,1990.5,Green Mountain Power Corp,3.7,3.54
USA,USA0057465,1.8,40.9361,-76.0389,Solar,,,,2011,Romark Logistics of PA Inc.,2.284,2.38
USA,USA0000149,36,33.6711,-111.1618,Hydro,,,,1973,Salt River Project,50.426,75.3
USA,USA0007832,36.5,45.8015,-120.1672,Waste,,,,2007.605479,PUD No 1 of Klickitat County,185.58,6.61
USA,USA0058771,250,33.9261,-103.5111,Wind,,,,2016,EDF Renewable Asset Holdings  Inc.,1084.219,927.18
USA,USA0060761,5,35.1875,-81.4407,Solar,,,,2015,Roper Farm  LLC,10.031,10.22
USA,USA0057953,84.4,40.3892,-91.3942,Gas,Coal,Petcoke,,2005.222749,Roquette America,0,297.63
USA,USA0056593,209,32.4694,-100.6664,Wind,,,,2008,RWE Renewables Americas LLC,554.037,616.47
USA,USA0059375,2,34.8239,-77.9697,Solar,,,,2013,Cypress Creek Renewables,3.646,3.72
USA,USA0056469,13.4,41.4356,-122.3769,Waste,,,,2011,Roseburg Forest Products,66.431,2.42
USA,USA0057911,1.6,43.1861,-123.3803,Waste,,,,2012,Roseburg LFG Energy LLC,8.993,0.28
USA,USA0050555,180,36.4517,-77.6594,Oil,,,,1990,Virginia Electric & Power Co,0,105.49
USA,USA0060714,5,44.7224,-93.0229,Solar,,,,2017,Rosemount Community Solar,8.004,8.14
USA,USA0008006,1242,41.5738,-73.9663,Gas,Oil,,,1974.5,CCI Roseton LLC,0,4379.9
USA,USA0056298,165,38.7928,-121.3811,Gas,,,,2007,City of Roseville - (CA),24.923,581.87
USA,USA0007452,66,38.8107,-121.3238,Gas,,,,1986,City of Roseville - (CA),1.284,232.74
USA,USA0061520,2,35.4375,-78.1071,Solar,,,,2016,Cypress Creek Renewables,0.582,3.45
USA,USA0006202,450,48.7326,-121.0679,Hydro,,,,1954,City of Seattle - (WA),739.553,1026.59
USA,USA0060406,70,33.4529,-104.4611,Solar,,,,2016,Roswell Solar  LLC,171.448,172.44
USA,USA0057240,10,39.2872,-79.4344,Wind,,,,2011,Roth Rock Wind Farm LLC,27.099,31.73
USA,USA0057239,40,39.2544,-79.4672,Wind,,,,2011,Roth Rock Wind Farm LLC,108.468,125.82
USA,USA0058124,57.5,44.8878,-89.6297,Waste,Gas,,,2013,Wisconsin Electric Power Co,107.974999,10.42
USA,USA0003050,372.5,44.6058,-121.2773,Hydro,,,,1964,Portland General Electric Co,1035.602,971.83
USA,USA0058715,22,41.6578,-76.0492,Gas,,,,2015,Roundtop Energy LLC,57.007,77.58
USA,USA0050955,6.7,42.5217,-70.9387,Gas,Oil,,,1959.149254,Rousselot Inc,14.637,23.62
USA,USA0059031,1.5,42.0589,-72.6642,Solar,,,,2013,Citizens Enterprises Corporation,2.143,2.12
USA,USA0058681,150,35.2053,-101.4342,Wind,,,,2015,Novatus Energy,562.864,639.43
USA,USA0007826,1192,35.7314,-80.6019,Gas,Oil,,,2001.996309,Southern Power Co,4104.406966,4203.58
USA,USA0007480,9.6,33.4366,-80.8474,Gas,,,,1994,City of Orangeburg - (SC),0.051,33.85
USA,USA0002712,2558.2,36.4833,-79.0731,Coal,,,,1972.630912,Duke Energy Progress - (NC),6008.261958,11816.77
USA,USA0058340,5,36.4797,-78.9174,Solar,,,,2014,Roxboro Farm LLC,9.189,10.14
USA,USA0061288,5,36.3268,-78.6222,Solar,,,,2016,Cypress Creek Renewables,9.282,10.25
USA,USA0059831,4.9,35.216,-78.689,Solar,,,,2015,Cypress Creek Renewables,9.097,9.67
USA,USA0060781,1,40.6636,-74.1002,Solar,,,,2012,Royal Wine Corp,1.249,1.35
USA,USA0006407,12.9,46.6184,-120.4778,Hydro,,,,1958,U S Bureau of Reclamation,63.248,55.92
USA,USA0058255,120,37.5586,-101.0994,Gas,,,,2014,Sunflower Electric Power Corp,31.386,423.17
USA,USA0059410,1.5,34.7664,-117.3236,Solar,,,,2015,CD US Solar PO 3  LLC,4.287,3.38
USA,USA0057097,149,48.4968,-99.9513,Wind,,,,2010,Avangrid Renewables LLC,428.598,485.83
USA,USA0010495,102.6,44.5513,-70.5414,Biomass,Coal,Waste,Other,1990,ND Paper  Inc.,574.516003,
USA,USA0010493,44.5,44.5486,-70.6283,Hydro,,,,1934.970787,Brookfield Power New England,268.833,140.03
USA,USA0055100,274.5,44.5303,-70.5219,Gas,,,,2000,Rumford Power,232.573,968.02
USA,USA0000357,13.1,37.767,-119.1233,Hydro,,,,1917.099237,Southern California Edison Co,51.64,29.6
USA,USA0006155,1242,38.1312,-90.2632,Coal,Oil,,,1976.5,Union Electric Co - (MO),8814.93396,5737.01
USA,USA0060592,249.9,34.6829,-97.8293,Wind,,,,2017,Rush Springs Wind Project,1017.83,733.88
USA,USA0060922,2,35.274,-78.022,Solar,,,,2017,Cypress Creek Renewables,0.54,3.25
USA,USA0056467,655,37.6347,-122.1338,Gas,,,,2013,Russell City Energy Company LLC,786.665,2309.85
USA,USA0056694,6.1,46.7392,-119.1122,Hydro,,,,1982,Columbia Basin Hydropower,14.372,12.16
USA,USA0001319,15.7,38.8933,-98.8569,Gas,Oil,,,1984.254777,City of Russell - (KS),0.048,55.36
USA,USA0007930,15,38.8997,-98.8394,Gas,,,,2002,City of Russell - (KS),0,52.89
USA,USA0058449,4,34.6439,-118.1631,Solar,,,,2014,CD US Solar MT 2 LLC,4.091,8.99
USA,USA0050411,10.5,40.7393,-74.1876,Gas,Oil,,,1989,Rutgers  The State University of NJ,0,37.02
USA,USA0059589,74.8,35.2578,-81.8306,Solar,,,,2017,Southern Power Co,139.196,121.88
USA,USA0055571,1.9,44.2128,-96.2131,Wind,,,,2001,CHI Operations Inc,6.059,4.5
USA,USA0003723,13.2,43.603,-72.9923,Oil,,,,1963,Green Mountain Power Corp,0.731,7.73
USA,USA0000495,1,38.8414,-104.9738,Hydro,,,,1925,City of Colorado Springs - (CO),0.868,2.82
USA,USA0002194,52.8,47.5699,-111.1225,Hydro,,,,1915.325758,NorthWestern Energy,423.168,168.53
USA,USA0051026,21.5,44.2131,-72.0572,Waste,,,,1992,ENGIE,165.945,3.89
USA,USA0057427,23,43.0371,-115.4397,Wind,,,,2013,Aegis Renewables LLC,48.92,65.61
USA,USA0002682,96.3,42.0933,-79.2478,Gas,Oil,,,1979.883697,Jamestown Board of Public Util,0,339.6
USA,USA0002351,190.8,44.3356,-71.8742,Hydro,,,,1957,Great River Hydro  LLC,317.125,531.33
USA,USA0050447,69.7,43.6849,-70.3532,Waste,Coal,Oil,Hydro,1976.421808,S D Warren Co.- Westbrook,114.749,12.63
USA,USA0050896,8.4,42.5867,-114.0675,Hydro,,,,1990,North Side Energy Company,21.984,18.33
USA,USA0000689,270.1,30.1623,-84.2007,Gas,Oil,,,2000,City of Tallahassee - (FL),0,952.5
USA,USA0000085,25.9,55.3574,-131.697,Oil,,,,1982.660232,Ketchikan Public Utilities,3.307,15.17
USA,USA0056208,2,43.6514,-95.3825,Wind,,,,2004,Brewster,5.993,5.51
USA,USA0058063,108,37.9103,-87.9261,Gas,,,,2017,SABIC IP Mt. Vernon  LLC,0,380.86
USA,USA0057665,9.6,44.9789,-93.2478,Hydro,,,,2012,SAF Hydroelectric LLC,41.646,41.39
USA,USA0056915,2,35.8136,-78.7503,Solar,,,,2009.5,SAS Institute Inc,3.049,3.57
USA,USA0059074,92.7,37.3617,-121.9436,Oil,,,,2013.878101,Xeres Ventures LLC,0.19552,54.32
USA,USA0057843,1.9,39.5889,-75.3764,Waste,,,,2009,SC Landfill Energy LLC,5.754,0.34
USA,USA0007551,193.4,38.5309,-121.4001,Gas,,,,1997.910031,Sacramento Municipal Util Dist,592.782,682.02
USA,USA0061006,7,38.6902,-121.5865,Solar,,,,2017,SCDA Solar 1  LLC,1.231,11.4
USA,USA0059359,1.5,34.4739,-117.5628,Solar,,,,2014,SunEdison LLC,3.794,3.56
USA,USA0059360,1,34.4714,-117.5622,Solar,,,,2014,SunEdison LLC,2.639,2.29
USA,USA0059423,1.5,34.4153,-117.47,Solar,,,,2014,SunEdison LLC,3.603,3.6
USA,USA0059422,1.5,34.4175,-117.4697,Solar,,,,2014,SunEdison LLC,4.003,3.6
USA,USA0059421,1.5,34.4131,-117.4708,Solar,,,,2014,SunEdison LLC,4.015,3.6
USA,USA0059138,1.1,32.9061,-117.1214,Solar,,,,2011,Ahana Renewables  LLC,1.4751,1.47
USA,USA0059139,1.1,33.21,-117.1706,Solar,,,,2011,Ahana Renewables  LLC,1.874,1.47
USA,USA0050231,10,45.7131,-121.4692,Waste,,,,1993.5,SDS Lumber Co,0.551,1.81
USA,USA0056873,2.5,39.8639,-75.8428,Waste,,,,2008.92,Southeastern Chester County Refuse Auth,5.995,0.45
USA,USA0010439,34.2,35.0069,-117.5558,Solar,Gas,,,1987,FPL Energy Operating Services Inc - SEGS,44.783,77.51
USA,USA0010440,34.2,35.0122,-117.5557,Solar,Gas,,,1987,FPL Energy Operating Services Inc - SEGS,43.752,77.51
USA,USA0010446,92,35.033,-117.338,Solar,Gas,,,1990,Terra-Gen Operating Co-Solar,151.663,208.73
USA,USA0010441,34.2,35.0195,-117.5555,Solar,Gas,,,1987,FPL Energy Operating Services Inc - SEGS,51.642,77.51
USA,USA0010442,35,35.021,-117.5661,Solar,Gas,,,1989,FPL Energy Operating Services Inc - SEGS,45.893,79.91
USA,USA0010443,35,35.0148,-117.5659,Solar,Gas,,,1989,FPL Energy Operating Services Inc - SEGS,43.65,79.91
USA,USA0010444,92,35.0308,-117.3563,Solar,Gas,,,1990,Terra-Gen Operating Co-Solar,143.752,208.73
USA,USA0050290,98.5,41.8022,-70.7875,Waste,Oil,Gas,,1989.725888,SEMASS Partnership,584.328,17.85
USA,USA0058073,2,34.6189,-117.9394,Solar,,,,2012,CleanCapital,4.947,3.47
USA,USA0059730,2,34.6136,-117.9344,Solar,,,,2016,Sustainable Power Group  LLC,5.703,4.46
USA,USA0058074,2,34.1742,-116.1528,Solar,,,,2012,CleanCapital,4.35,3.29
USA,USA0058234,12,34.1719,-116.1525,Solar,,,,2013,Highlander Solar 1  LLC,32.973,28.91
USA,USA0060745,2,32.792,-115.7734,Solar,,,,2017,SEPV Imperial  LLC,5.582,3.25
USA,USA0060744,3,32.7941,-115.7793,Solar,,,,2017,SEPV Imperial  LLC,8.703,4.88
USA,USA0059740,20,35.0229,-118.2827,Solar,,,,2016,Sustainable Power Group  LLC,57.114,52.66
USA,USA0059273,10,34.6131,-117.9389,Solar,,,,2015,Sustainable Power Group  LLC,26.41,22.74
USA,USA0058227,9,34.1922,-116.0903,Solar,,,,2013,Highlander Solar 2  LLC,25.62,19.29
USA,USA0058479,2,33.3511,-104.5069,Solar,,,,2013,Altus Power America Management  LLC,4.271,4.07
USA,USA0057971,2.1,37.7397,-122.3925,Biomass,,,,2002,City & County of San Francisco,2.141,
USA,USA0057043,1.6,37.7239,-122.4775,Gas,,,,2011,Pacific Gas & Electric Co.,1.574,5.64
USA,USA0060108,5,35.2586,-81.5056,Solar,,,,2015,SRE Utility Solar 1  LLC,8.862,10.5
USA,USA0057928,5.1,37.7119,-89.215,Coal,Oil,,,1998,Southern Illinois University Carbondale,0,23.55
USA,USA0056080,8.4,37.4344,-121.9464,Gas,Oil,Biomass,,1988.333333,San Jose/Santa Clara Water P C,26.94476,29.62
USA,USA0060391,20.1,42.2834,-72.0085,Solar,,,,2017,SJA Solar  LLC,23.228,32.75
USA,USA0061487,9,40.7308,-73.3758,Solar,,,,2018,SL Babylon  LLC,0.41,14.66
USA,USA0057903,1.6,45.8478,-93.3542,Waste,,,,2012,Southern Minnesota Mun P Agny,6.847,0.28
USA,USA0058547,1,38.2725,-108.7856,Solar,,,,2013,Clean Energy Collective LLC,1.951,2.07
USA,USA0057671,2.9,38.2378,-121.3375,Solar,,,,2012,Sacramento PV Energy  LLC,5.29,4.85
USA,USA0057669,17,38.3647,-121.4128,Solar,,,,2012,Sacramento PV Energy  LLC,31.952,35.26
USA,USA0057753,1,38.3389,-121.4313,Solar,,,,2012,Sacramento PV Energy  LLC,1.499,1.65
USA,USA0057670,2.9,38.2531,-121.2789,Solar,,,,2012,Sacramento PV Energy  LLC,5.302,4.99
USA,USA0007552,173.9,38.511,-121.4735,Gas,,,,1998,Sacramento Municipal Util Dist,523.184,613.25
USA,USA0059658,30.2,40.4723,-122.3242,Waste,,,,2015,Sierra Pacific Industries Inc,138.131005,5.47
USA,USA0057736,10,32.1274,-103.1378,Solar,,,,2011,SunE SPS1  LLC,19.073,16.25
USA,USA0057737,10,32.1836,-103.1831,Solar,,,,2011,SunE SPS2  LLC,18.922,16.25
USA,USA0057738,10,32.4697,-103.3233,Solar,,,,2011,SunE SPS3  LLC,16.027,16.05
USA,USA0057739,10.1,32.6819,-103.3036,Solar,,,,2012,SunE SPS4  LLC,16.493,16.26
USA,USA0057740,10.1,32.3456,-104.2347,Solar,,,,2012,SunE SPS5  LLC,19.046,16.26
USA,USA0059947,12,33.6315,-92.7036,Solar,,,,2016,SR Camden  LLC,26.561,27.1
USA,USA0059535,20,31.8103,-82.575,Solar,,,,2015,SR Hazlehurst  LLC,38.728,45.05
USA,USA0060853,3.1,33.9267,-88.9976,Solar,,,,2017,SR Houston Holdings  LLC,4.68,6.38
USA,USA0060023,13,40.0814,-104.7467,Solar,,,,2016,SR Jenkins  LLC,30.512,29.64
USA,USA0061314,3.5,40.3862,-104.551,Solar,,,,2017,SR Kersey  LLC,1.773,5.7
USA,USA0060283,7.8,40.23,-105.03,Solar,,,,2017,SR Mavericks  LLC,14.45,12.71
USA,USA0061462,16,40.1817,-104.6921,Solar,,,,2017,SR Platte,2.578,26.07
USA,USA0060497,2,40.5795,-104.8957,Solar,,,,2016,SR Skylark B  LLC,4.424,3.94
USA,USA0050537,6,37.4553,-122.1728,Gas,,,,1987,IPT SRI Cogeneration Inc,0,21.15
USA,USA0056422,1.3,39.95,-83.0158,Oil,,,,2008,City of Columbus - (OH),0.00098,0.76
USA,USA0058156,1.8,40.7979,-73.5657,Gas,,,,2007,SUNY Old Westbury College,0.175,6.34
USA,USA0058144,2,42.7536,-73.2261,Solar,,,,2013,CleanCapital,2.784,2.71
USA,USA0057846,3.2,41.0936,-74.6788,Waste,,,,2011,SX Landfill Energy LLC,11.232,0.57
USA,USA0060810,1.8,40.4755,-74.3209,Solar,,,,2011,Sabert Corporation,0,2.42
USA,USA0001320,21.8,39.9049,-95.8034,Oil,Gas,,,1979.825688,City of Sabetha - (KS),-1.038,12.77
USA,USA0003459,1811.8,30.0242,-93.878,Gas,,,,1972.265703,Entergy Texas Inc.,3497.96398,6389.3
USA,USA0055104,106.5,30.0444,-93.7714,Gas,,,,2000,Sabine Cogen LP,565.13136,375.57
USA,USA0010789,601.1,30.0552,-93.7579,Gas,,,,1999.199634,Performance Materials NA  Inc.,2873.032004,2119.77
USA,USA0059323,1.5,38.5872,-121.4578,Solar,,,,2014,Terraform Arcadia,2.145,3.02
USA,USA0058636,1,38.6436,-121.4164,Solar,,,,2013,Tesla Inc.,1.304,1.89
USA,USA0061209,3.5,38.4486,-121.4637,Solar,,,,2018,Tesla Inc.,0,5.7
USA,USA0056875,1,38.4498,-121.1647,Solar,,,,2008,EDF Renewable Asset Holdings  Inc.,1.71,0.69
USA,USA0058608,34.2,44.5933,-70.3811,Wind,,,,2015,Saddleback Ridge Wind  LLC,98.574,116.82
USA,USA0003175,417.5,39.9244,-76.39,Hydro,,,,1956.849102,Safe Harbor,1138.215,543.26
USA,USA0050903,7.4,40.4439,-86.86,Gas,,,,1984,Tate & Lyle Ingredients Americas Inc,0,26.09
USA,USA0056858,100.7,47.1356,-120.6872,Wind,,,,2010,Sagebrush Power Partners  LLC,208.977,164.91
USA,USA0000118,184.5,32.5517,-111.3,Gas,,,,1985.019512,Arizona Public Service Co,0,650.63
USA,USA0054271,127.2,36.0417,-115.0117,Gas,Oil,,,1991,Saguaro Power Co,0,448.57
USA,USA0054800,7,36.8347,-119.7667,Gas,,,,2001.5,Saint Agnes Medical Center,28.07768,24.68
USA,USA0050610,1.2,34.0303,-118.4784,Gas,,,,1992,Saint John's Health Center,0.014,4.23
USA,USA0001865,23.7,46.5063,-84.3493,Hydro,,,,1949.493671,USACE-Detroit District,155.632,110.36
USA,USA0054262,15.4,44.0979,-92.4798,Gas,Oil,,,1989.415584,St Mary's Hospital,0,54.3
USA,USA0056519,1.3,37.2894,-80.07,Oil,,,,2008,City of Salem - (VA),0.066,0.76
USA,USA0054984,4.5,36.1912,-80.1835,Waste,,,,2017,Salem Energy Systems LLC,0,0.81
USA,USA0060441,5,44.922,-123.0183,Storage,,,,2013,Portland General Electric Co,-0.515,
USA,USA0056289,1.8,37.2794,-80.0447,Oil,,,,2005,City of Salem - (VA),0.071,1.05
USA,USA0056288,2,37.2875,-80.0771,Oil,,,,2003,City of Salem - (VA),0.098,1.17
USA,USA0002982,259.2,36.2647,-95.1036,Hydro,,,,1969.5,Grand River Dam Authority,-117.61,528.53
USA,USA0050865,38.9,35.9515,-120.8679,Gas,,,,1991,Salinas River Cogeneration Co,93.679,137.18
USA,USA0003724,1.3,43.8954,-73.1007,Hydro,,,,1917,Green Mountain Power Corp,3.121,4.26
USA,USA0007400,6.4,39.4236,-92.8028,Oil,,,,1985.0625,City of Salisbury - (MO),0,3.75
USA,USA0000065,8.5,58.3269,-134.4631,Hydro,,,,1985,Alaska Electric Light&Power Co,27.363,32.62
USA,USA0000817,5,45.1834,-113.8853,Oil,,,,1968,Idaho Power Co,0.018,2.93
USA,USA0050702,1.2,43.227,-70.8109,Hydro,,,,1986,Green Mountain Power Corp,2.428,3.03
USA,USA0056441,21,42.6819,-114.9892,Wind,,,,2011,Idaho Wind Partners 1 LLC,54.469,61.61
USA,USA0060657,174,35.1817,-100.9344,Wind,,,,2017,Southern Power Co,694.344,510.99
USA,USA0056554,3.2,40.7461,-112.0339,Waste,,,,2006,LES Project Holdings LLC,25.473,0.57
USA,USA0058006,1.3,40.7672,-111.895,Solar,,,,2012,Wasatch View Solar LLC,2.294,1.99
USA,USA0000279,42,38.4979,-120.2181,Hydro,,,,1946.557143,Pacific Gas & Electric Co.,226.241,102.67
USA,USA0007965,1.2,40.9044,-96.6231,Wind,,,,1999,Lincoln Electric System,2.407,2.84
USA,USA0010879,20,33.1589,-115.6455,Geothermal,,,,1990,CalEnergy Operating Corporation,101.37,108.1
USA,USA0010759,53.9,33.1582,-115.6387,Geothermal,,,,1989,CalEnergy Operating Corporation,349.159,291.34
USA,USA0054996,47.5,33.157,-115.6386,Geothermal,,,,1996,CalEnergy Operating Corporation,313.497,256.75
USA,USA0010878,10,33.158,-115.6475,Geothermal,,,,1982,CalEnergy Operating Corporation,71.378,54.05
USA,USA0055983,58.3,33.1533,-115.6384,Geothermal,,,,2000,CalEnergy Operating Corporation,338.028,315.13
USA,USA0003267,2.4,34.8522,-82.484,Hydro,,,,1997,Northbrook Carolina Hydro LLC,4.596,7.56
USA,USA0003293,207.3,34.0533,-81.2172,Hydro,,,,1943.350217,Dominion Energy South Carolina  Inc,51.487,510.59
USA,USA0060535,6.8,33.9684,-81.7829,Solar,,,,2017,Cypress Creek Renewables,3.39,11.08
USA,USA0061323,3.4,34.011,-81.739,Solar,,,,2017,Saluda Solar II  LLC,3.625,5.54
USA,USA0003631,215.2,28.8947,-97.135,Gas,Oil,,,1998.657993,South Texas Electric Coop  Inc,0,758.9
USA,USA0006413,52,31.0609,-94.1062,Hydro,,,,1965,USACE-Fort Worth District,106.371,146.96
USA,USA0058805,5,35.3117,-79.695,Solar,,,,2015,SRE Utility Solar 1  LLC,9.371,10.22
USA,USA0057492,9.6,34.9856,-78.4625,Waste,,,,2011.666667,Black Creek Renewable Energy LLC,64.573,1.73
USA,USA0061308,2,42.1,-72,Solar,,,,2018,Sampson Road Solar  LLC,0,3.25
USA,USA0061096,2,34.961,-78.4705,Solar,,,,2015,Sampson Solar  LLC,4.143,3.76
USA,USA0050234,2.7,34.1019,-117.6381,Gas,,,,1990.333333,San Antonio Regional Hospital,13.26234,9.52
USA,USA0057904,1.5,33.9656,-117.6591,Solar,,,,2012,SS San Antonio West LLC,2.862,2.42
